Rk,Name,Age,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos Summary
733,Cesar Vargas\vargace01,24,SDP,7,9,8,0,0,0,0,0,0,0,0,0,5,.000,.000,.000,.000,-100,0,0,0,1,0,0,/1
734,Vince Velasquez\velasvi01,24,PHI,24,44,40,4,8,1,0,0,0,0,0,1,16,.200,.220,.225,.445,20,9,1,0,3,0,0,1
735,Will Venable*\venabwi01,33,LAD,12,19,18,2,1,1,0,0,0,0,0,0,5,.056,.105,.111,.216,-40,2,0,1,0,0,0,/97
736,Logan Verrett\verrelo01,26,NYM,35,22,19,1,1,1,0,0,0,0,0,0,12,.053,.053,.105,.158,-59,2,0,0,3,0,0,1
737,Carlos Villanueva\villaca01,32,SDP,51,5,4,0,0,0,0,0,0,0,0,0,4,.000,.000,.000,.000,-100,0,0,0,1,0,0,1
738,Jonathan Villar#\villajo01,25,MIL,156,679,589,92,168,38,3,19,63,62,18,79,174,.285,.369,.457,.826,119,269,7,2,5,4,4,654
739,Arodys Vizcaino\vizcaar01,25,ATL,43,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
740,Ryan Vogelsong\vogelry01,38,PIT,24,23,19,1,1,0,0,0,1,0,0,1,13,.053,.143,.053,.195,-45,1,0,1,2,0,0,1
741,Joey Votto*\vottojo01,32,CIN,158,677,556,101,181,34,2,29,97,8,1,108,120,.326,.434,.550,.985,160,306,16,5,0,8,15,*3/D
742,Michael Wacha\wachami01,24,STL,27,45,39,1,1,0,0,0,0,0,0,3,22,.026,.095,.026,.121,-65,1,1,0,3,0,0,1
743,Tyler Wagner\wagnety01,25,ARI,3,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,/1
744,Adam Wainwright\wainwad01,34,STL,34,69,62,6,13,7,1,2,18,0,0,2,17,.210,.234,.452,.686,79,28,1,0,5,0,0,1
745,Kyle Waldrop*\waldrky02,24,CIN,15,23,22,1,5,1,0,0,1,0,1,1,5,.227,.261,.273,.534,43,6,0,0,0,0,0,/79D
746,Neil Walker#\walkene01,30,NYM,113,458,412,57,116,9,1,23,55,3,1,42,84,.282,.347,.476,.823,119,196,11,1,0,3,3,*4
747,Brett Wallace*\wallabr01,29,SDP,119,256,217,19,41,10,0,6,20,0,0,29,83,.189,.309,.318,.627,70,69,2,9,0,1,3,53/D
748,Colin Walsh#\walshco02,26,MIL,38,63,47,4,4,1,0,0,2,0,0,15,22,.085,.317,.106,.424,21,5,1,1,0,0,0,5/74
749,Zach Walters#\walteza01,26,LAD,3,5,5,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,/379
750,Adam Warren\warread01,28,CHC,29,4,3,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,0,0,0,1,0,0,1
751,Tony Watson*\watsoto01,31,PIT,70,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,1,0,0,1
752,Luke Weaver\weavelu01,22,STL,9,13,13,1,5,0,0,0,0,0,0,0,4,.385,.385,.385,.769,109,5,0,0,0,0,0,/1
753,Ryan Weber\weberry01,25,ATL,16,6,6,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
754,Jemile Weeks#\weeksje01,29,SDP,17,57,50,5,7,1,1,0,2,1,0,3,14,.140,.204,.200,.404,10,10,1,1,3,0,0,4/5
755,Rickie Weeks\weeksri01,33,ARI,108,205,180,29,43,9,1,9,27,5,0,20,54,.239,.327,.450,.777,99,81,8,4,0,1,0,7/D9
756,Jayson Werth\werthja01,37,WSN,143,606,525,84,128,28,0,21,69,5,1,71,139,.244,.335,.417,.752,99,219,17,4,0,6,0,*7/D9
757,Robert Whalen\whalero01,22,ATL,6,11,10,0,2,0,0,0,0,0,0,0,3,.200,.200,.200,.400,9,2,0,0,1,0,0,/1
758,Andy Wilkins*\wilkian01,27,MIL,26,27,24,3,3,1,0,1,3,1,0,3,10,.125,.222,.292,.514,36,7,1,0,0,0,0,/39
759,Jerome Williams\willije01,34,STL,11,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
760,Trevor Williams\willitr01,24,PIT,7,3,1,1,0,0,0,0,1,0,0,2,1,.000,.667,.000,.667,101,0,0,0,0,0,0,/1
761,Mac Williamson\willima11,25,SFG,54,127,112,14,25,3,0,6,15,0,1,13,35,.223,.315,.411,.726,94,46,4,2,0,0,0,97/D
762,Daniel Winkler\winklda01,26,ATL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
763,Matt Wisler\wislema01,23,ATL,29,53,46,2,7,0,0,0,2,0,0,1,21,.152,.167,.152,.319,-13,7,2,0,5,1,0,1
764,Chris Withrow\withrch01,27,ATL,46,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
765,Nick Wittgren\wittgni01,25,MIA,48,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
766,Tony Wolters*\wolteto01,24,COL,71,230,205,27,53,15,2,3,30,4,1,21,53,.259,.327,.395,.723,81,81,1,0,4,0,2,2/46
767,Kolten Wong*\wongko01,25,STL,121,361,313,39,75,7,7,5,23,7,0,34,52,.240,.327,.355,.682,84,111,3,9,0,5,2,4/879
768,Alex Wood\woodal02,25,LAD,15,19,16,2,4,0,0,0,2,0,0,1,9,.250,.294,.250,.544,52,4,0,0,2,0,0,1
769,Blake Wood\woodbl01,30,CIN,70,2,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
770,Travis Wood\woodtr01,29,CHC,81,12,11,0,2,0,0,0,1,0,0,1,5,.182,.250,.182,.432,20,2,0,0,0,0,0,1/7
771,Daniel Wright\wrighda04,25,CIN,4,6,5,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,1,0,0,/1
772,David Wright\wrighda03,33,NYM,37,164,137,18,31,8,0,7,14,3,2,26,55,.226,.350,.438,.788,111,60,0,0,0,0,0,5
773,Christian Yelich*\yelicch01,24,MIA,155,659,578,78,172,38,3,21,98,9,4,72,138,.298,.376,.483,.859,133,279,20,4,0,5,4,*78/D
774,Gabriel Ynoa\ynoaga01,23,NYM,10,3,3,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
775,Rafael Ynoa#\ynoara01,28,COL,3,5,5,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,/7
776,Madison Younginer\youngma03,25,ATL,8,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
777,Rob Zastryzny\zastrro01,24,CHC,8,3,3,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,/1
778,Brad Ziegler\zieglbr01,36,ARI,36,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
779,Ryan Zimmerman\zimmery01,31,WSN,115,467,427,60,93,18,1,15,46,4,1,29,104,.218,.272,.370,.642,69,158,12,5,0,6,1,*3/D
780,Ben Zobrist#\zobribe01,35,CHC,147,631,523,94,142,31,3,18,76,6,4,96,82,.272,.386,.446,.831,124,233,17,4,4,4,6,*479/36
,LgAvg per 600 PA,,,234,600,536,70,136,27,3,17,67,9,4,50,129,.253,.321,.412,.733,,221,12,6,4,4,4,
